Price,Close,High,Low,Open,Volume
Ticker,DELTA.BK,DELTA.BK,DELTA.BK,DELTA.BK,DELTA.BK
Date,,,,,
2020-11-02,17.586483001708984,17.586483001708984,16.906342048163967,17.29499322737469,27644000
2020-11-03,17.39215660095215,18.1694608177691,17.39215660095215,17.68364637722164,29875000
2020-11-04,18.849599838256836,19.28683357408727,17.53790048400055,17.53790048400055,70905000
2020-11-05,19.335412979125977,19.335412979125977,18.75243532155117,19.286832279842614,40707000
2020-11-06,18.41236686706543,19.28683243379018,18.26662106158222,19.28683243379018,36999000
2020-11-09,18.8010196685791,18.898182929654705,18.412368477511755,18.8010196685791,22663000
2020-11-10,15.88613224029541,17.97513391978567,15.643225025163172,17.294992976121407,75057000
2020-11-11,16.22620391845703,16.663435826259875,15.934714126686686,16.22620391845703,64621000
2020-11-12,16.857763290405273,17.052087975810057,16.371948797040485,16.420529505082875,44587000
2020-11-13,17.00350570678711,17.246412931169782,16.760598482404436,16.760598482404436,20275000
2020-11-16,17.294992446899414,17.48931895435286,17.052085239200068,17.246411746653514,20181000
2020-11-17,17.63506507873535,17.9265548757902,17.489321106825503,17.489321106825503,15946000
2020-11-18,18.26662254333496,18.46094906425269,17.829390651122637,17.877971354734544,29991000
2020-11-19,18.898183822631836,18.898183822631836,18.41236934753318,18.41236934753318,24358000
2020-11-20,18.509531021118164,19.23825274404778,18.460950314216927,19.043928063207655,23072000
2020-11-23,19.286834716796875,19.626905214454098,18.655276280139244,18.70385698556094,40078000
2020-11-24,18.75243377685547,19.238248142610633,18.75243377685547,19.09250420353103,21280000
2020-11-25,18.995342254638672,19.189668755481797,18.801017607030403,19.189668755481797,23868000
2020-11-26,21.861648559570312,21.861648559570312,19.092506038044423,19.092506038044423,98934000
2020-11-27,22.930442810058594,23.999234989322254,22.153138564578168,22.250301826917607,89900000
2020-11-30,22.44462776184082,23.90207109893133,21.66732353678486,23.41625665323449,329128000
2020-12-01,22.15313720703125,22.736114892107857,21.958812547495697,22.541790232572303,33948000
2020-12-02,22.541791915893555,23.124767791269246,22.055977450923738,22.444628652252568,36933000
2020-12-03,23.999235153198242,23.999235153198242,22.347465241854117,22.736116440630646,48056000
2020-12-04,24.970863342285156,24.970863342285156,23.902071187159926,24.193559114359967,46741000
2020-12-08,31.77226448059082,32.258078910855296,25.068023860353048,25.068023860353048,124356000
2020-12-09,33.32686996459961,39.44813118969422,32.64672900481797,34.00701092438124,170380000
2020-12-14,36.338924407958984,36.824738885570895,34.39566649751135,36.72757376616632,75421000
2020-12-15,34.395660400390625,36.33891796636818,33.715519511004544,36.33891796636818,47433000
2020-12-16,33.61835861206055,35.172967083094,32.646729707590936,34.881479153047145,36882000
2020-12-17,34.58998489379883,35.46445232410441,33.13254164760276,33.81268257045489,55503000
2020-12-18,35.07579803466797,35.17296313809898,34.29849573956843,34.58998363692204,45366000
2020-12-21,35.07579803466797,37.019055625651674,34.58998363692204,34.58998363692204,47757000
2020-12-22,36.72756576538086,36.72756576538086,35.36728774827461,35.755937021818035,31988000
2020-12-23,40.808414459228516,43.140325339486786,36.53324574757841,36.63041086303011,104058000
2020-12-24,52.07931137084961,52.8566175129429,39.64246128147198,40.80841678814153,156518000
2020-12-25,66.45941162109375,66.65373441655687,55.382841782088214,55.77149478595392,130888000
2020-12-28,54.411216735839844,81.4225022948792,54.411216735839844,70.92890753064837,157339000
2020-12-29,42.557342529296875,55.9658198047644,38.47650065246679,48.38711558006275,178884000
2020-12-30,47.22116470336914,54.994196174308605,42.94599961823458,43.140326146302115,217976000
2021-01-04,51.30200958251953,52.46796510390029,46.832517741442125,49.55307815368361,94494000
2021-01-05,63.73886489868164,63.73886489868164,51.49634021657479,54.022574291780735,106759000
2021-01-06,55.18852233886719,59.075038048737696,51.10768010220911,55.38284886565476,34606000
2021-01-07,54.79987335205078,55.7715022859065,52.856615484339336,54.79987335205078,25347000
2021-01-08,69.76295471191406,69.76295471191406,56.54880006803714,56.54880006803714,57589000
2021-01-11,72.67784881591797,78.11896948258324,66.84807508457506,71.511889621885,37914000
2021-01-12,71.12322998046875,72.67784209542496,66.6537386823195,72.67784209542496,23655000
2021-01-13,68.01402282714844,72.48351427320158,68.01402282714844,72.48351427320158,14594000
2021-01-14,61.212623596191406,67.23672009603719,59.26936570424882,64.12751043410528,30393000
2021-01-15,56.35447692871094,61.40694801533767,52.856614326068666,59.26936366640288,25037000
2021-01-18,54.411216735839844,55.77149863682384,51.107677094290146,52.856612025975274,15299000
2021-01-19,60.43532180786133,60.43532180786133,55.96582638613011,56.354479451139895,19338000
2021-01-20,58.29773712158203,59.463692605307735,55.7715033289016,58.49206365328137,16021000
2021-01-21,54.21689224243164,57.520432007182194,54.02256571983394,56.74312962326152,16868000
2021-01-22,52.85661697387695,56.1601532182003,50.9133590514031,54.216895295726445,22271000
2021-01-25,48.97010040283203,52.66228965949288,48.19279428019161,52.46796312883277,12330000
2021-01-26,54.02256774902344,54.02256774902344,46.055213381479966,46.83251579459759,29089000
2021-01-27,48.7757682800293,52.46795711338063,48.7757682800293,51.496328277947654,15167000
2021-01-28,47.415489196777344,51.302004765471715,46.24953378487501,46.63818682433248,16034000
2021-01-29,51.30200958251953,51.30200958251953,47.02684427941732,48.58144917027805,17631000
2021-02-01,47.60981750488281,50.7190308179243,47.60981750488281,50.7190308179243,12272000
2021-02-02,48.58143997192383,49.553068771362305,47.80413767366699,49.553068771362305,8527000
2021-02-03,46.638187408447266,48.77577173929512,46.638187408447266,48.58144521713257,9522000
2021-02-04,45.86088562011719,47.41549040460787,45.08358322787185,46.638188012362534,9956000
2021-02-05,44.69492721557617,45.86088257988519,43.72329836306365,44.69492721557617,7989000
2021-02-08,43.14031982421875,45.47222669988455,42.94599332462918,45.47222669988455,8412000
2021-02-09,40.03111267089844,42.55734640716888,39.642459616178265,42.16869705891893,14474000
2021-02-10,41.19706726074219,42.36301898740062,40.22543835088006,40.80841421420928,14321000
2021-02-11,39.6424560546875,41.58571374076502,39.0594802314522,41.58571374076502,8025000
2021-02-15,46.83251190185547,48.19279008512673,39.836783352344824,39.836783352344824,37811000
2021-02-16,42.751670837402344,44.11195275572589,40.61408655423822,42.94599735523,14986000
2021-02-17,43.723297119140625,46.44385708748207,42.36301528173499,42.55734178800291,12411000
2021-02-18,41.39138412475586,44.69492342577019,41.39138412475586,43.72329465564476,8126000
2021-02-19,41.19706726074219,43.14032508046644,40.80841421420928,40.80841421420928,8788000
2021-02-22,38.86515808105469,41.391391873735124,37.89352912902832,41.197069048506094,14166000
2021-02-23,40.03111267089844,40.419762019148386,37.01906076299267,39.05948374056823,8290000
